Timestamp,"MS Nam Otjiwarongo Town Square Safland  - INV 001 - ES2140073045 - AC power [W] - P_AC","MS Nam Otjiwarongo Town Square Safland  - INV002 - ES24A0053443 - AC power [W] - P_AC"
2024-02-02 13:30:00,53036.333,47877.833
2024-02-02 14:00:00,71438.500,65116.167
2024-02-02 14:30:00,40108.000,35528.500
2024-02-02 15:00:00,20319.667,17881.167
2024-02-02 15:30:00,28516.000,25170.167
2024-02-02 16:00:00,33329.833,29549.333
2024-02-02 16:30:00,28230.500,24985.333
2024-02-02 17:00:00,28265.500,24955.500
2024-02-02 17:30:00,22523.333,19794.667
2024-02-02 18:00:00,14283.833,12542.000
2024-02-02 18:30:00,9694.333,8434.000
2024-02-02 19:00:00,2099.667,1638.833
2024-02-02 19:30:00,486.833,224.500
2024-02-02 20:00:00,0.000,0.000
2024-02-02 20:30:00,,
2024-02-02 21:00:00,,
2024-02-02 21:30:00,,
2024-02-02 22:00:00,,
2024-02-02 22:30:00,,
2024-02-02 23:00:00,,
2024-02-02 23:30:00,,
2024-02-03 00:00:00,0.000,0.000
2024-02-03 00:30:00,,
2024-02-03 01:00:00,,
2024-02-03 01:30:00,,
2024-02-03 02:00:00,,
2024-02-03 02:30:00,,
2024-02-03 03:00:00,,
2024-02-03 03:30:00,,
2024-02-03 04:00:00,,
2024-02-03 04:30:00,,
2024-02-03 05:00:00,,
2024-02-03 05:30:00,,
2024-02-03 06:00:00,,
2024-02-03 06:30:00,31.000,0.000
2024-02-03 07:00:00,1450.667,1244.500
2024-02-03 07:30:00,4052.167,3548.667
2024-02-03 08:00:00,9692.833,8603.667
2024-02-03 08:30:00,25241.333,22264.667
2024-02-03 09:00:00,34295.000,29723.167
2024-02-03 09:30:00,54725.667,48157.000
2024-02-03 10:00:00,37172.000,33123.000
2024-02-03 10:30:00,45560.000,40565.667
2024-02-03 11:00:00,55970.167,50101.667
2024-02-03 11:30:00,62524.500,54915.333
2024-02-03 12:00:00,24919.333,22025.167
2024-02-03 12:30:00,27690.833,24541.667
2024-02-03 13:00:00,62747.667,58507.833
2024-02-03 13:30:00,67913.333,62531.500
2024-02-03 14:00:00,45193.833,40208.167
2024-02-03 14:30:00,38714.333,34649.667
2024-02-03 15:00:00,4949.500,4328.000
2024-02-03 15:30:00,0.000,0.000
2024-02-03 16:00:00,0.000,0.000
2024-02-03 16:30:00,0.000,0.000
2024-02-03 17:00:00,0.000,0.000
2024-02-03 17:30:00,7936.333,6501.500
2024-02-03 18:00:00,5548.167,4857.333
2024-02-03 18:30:00,2426.667,2066.500
2024-02-03 19:00:00,962.167,762.833
2024-02-03 19:30:00,135.500,48.500
2024-02-03 20:00:00,0.000,0.000
2024-02-03 20:30:00,,
2024-02-03 21:00:00,,
2024-02-03 21:30:00,0.000,
2024-02-03 22:00:00,,
2024-02-03 22:30:00,,
2024-02-03 23:00:00,,
2024-02-03 23:30:00,,
2024-02-04 00:00:00,0.000,0.000
2024-02-04 00:30:00,,
2024-02-04 01:00:00,,
2024-02-04 01:30:00,0.000,
2024-02-04 02:00:00,,
2024-02-04 02:30:00,,
2024-02-04 03:00:00,,
2024-02-04 03:30:00,,
2024-02-04 04:00:00,,
2024-02-04 04:30:00,,
2024-02-04 05:00:00,,
2024-02-04 05:30:00,,
2024-02-04 06:00:00,,
2024-02-04 06:30:00,0.000,0.000
2024-02-04 07:00:00,608.000,437.000
2024-02-04 07:30:00,3999.833,3448.667
2024-02-04 08:00:00,9612.500,8470.667
2024-02-04 08:30:00,17604.667,15554.333
2024-02-04 09:00:00,24713.833,21875.833
2024-02-04 09:30:00,37153.000,33011.500
2024-02-04 10:00:00,43391.833,38717.833
2024-02-04 10:30:00,63503.167,55457.833
2024-02-04 11:00:00,91661.667,86743.167
2024-02-04 11:30:00,94293.500,87728.333
2024-02-04 12:00:00,95141.833,91800.833
2024-02-04 12:30:00,98736.833,99988.667
2024-02-04 13:00:00,98723.000,97414.833
2024-02-04 13:30:00,81280.833,75987.167
2024-02-04 14:00:00,65558.000,58899.167
2024-02-04 14:30:00,78143.500,71543.333
2024-02-04 15:00:00,50419.167,47865.667
2024-02-04 15:30:00,16774.667,14623.333
2024-02-04 16:00:00,17942.167,15675.000
2024-02-04 16:30:00,19752.000,17354.000
2024-02-04 17:00:00,20244.000,17879.167
2024-02-04 17:30:00,31812.667,27585.167
2024-02-04 18:00:00,25133.000,22272.833
2024-02-04 18:30:00,12181.500,10569.333
2024-02-04 19:00:00,2056.500,1640.833
2024-02-04 19:30:00,766.667,553.167
2024-02-04 20:00:00,0.000,0.000
2024-02-04 20:30:00,,
2024-02-04 21:00:00,,
2024-02-04 21:30:00,,
2024-02-04 22:00:00,,
2024-02-04 22:30:00,,
2024-02-04 23:00:00,,
2024-02-04 23:30:00,,
2024-02-05 00:00:00,0.000,0.000
2024-02-05 00:30:00,,
2024-02-05 01:00:00,,
2024-02-05 01:30:00,,
2024-02-05 02:00:00,,
2024-02-05 02:30:00,,
2024-02-05 03:00:00,,
2024-02-05 03:30:00,,
2024-02-05 04:00:00,,
2024-02-05 04:30:00,,
2024-02-05 05:00:00,,
2024-02-05 05:30:00,,
2024-02-05 06:00:00,,
2024-02-05 06:30:00,0.000,0.000
2024-02-05 07:00:00,930.000,708.833
2024-02-05 07:30:00,4828.833,4105.167
2024-02-05 08:00:00,12202.167,10839.167
2024-02-05 08:30:00,34413.000,29744.500
2024-02-05 09:00:00,52469.667,46589.500
2024-02-05 09:30:00,64113.333,57040.000
2024-02-05 10:00:00,69798.833,62265.000
2024-02-05 10:30:00,57555.667,50579.667
2024-02-05 11:00:00,67187.333,56015.167
2024-02-05 11:30:00,99174.833,91057.500
2024-02-05 12:00:00,96000.667,89079.000
2024-02-05 12:30:00,87179.833,89214.000
2024-02-05 13:00:00,70895.333,53830.500
2024-02-05 13:30:00,29793.333,26141.167
2024-02-05 14:00:00,28028.167,24705.500
2024-02-05 14:30:00,11824.333,10509.667
2024-02-05 15:00:00,7732.000,6772.000
2024-02-05 15:30:00,10151.833,8907.667
2024-02-05 16:00:00,12233.667,10761.333
2024-02-05 16:30:00,12900.000,11330.000
2024-02-05 17:00:00,11313.333,9926.000
2024-02-05 17:30:00,10725.500,9436.667
2024-02-05 18:00:00,8355.333,7335.167
2024-02-05 18:30:00,6834.500,5978.667
2024-02-05 19:00:00,4282.833,3699.667
2024-02-05 19:30:00,1240.500,963.000
2024-02-05 20:00:00,28.667,0.000
2024-02-05 20:30:00,,
2024-02-05 21:00:00,,
2024-02-05 21:30:00,,
2024-02-05 22:00:00,,
2024-02-05 22:30:00,,
2024-02-05 23:00:00,,
2024-02-05 23:30:00,,
2024-02-06 00:00:00,0.000,0.000
2024-02-06 00:30:00,,
2024-02-06 01:00:00,,
2024-02-06 01:30:00,,
2024-02-06 02:00:00,,
2024-02-06 02:30:00,,
2024-02-06 03:00:00,,
2024-02-06 03:30:00,,
2024-02-06 04:00:00,,
2024-02-06 04:30:00,,
2024-02-06 05:00:00,,
2024-02-06 05:30:00,,
2024-02-06 06:00:00,,
2024-02-06 06:30:00,133.000,44.000
2024-02-06 07:00:00,1069.000,739.833
2024-02-06 07:30:00,6683.000,5832.000
2024-02-06 08:00:00,12156.000,10674.667
2024-02-06 08:30:00,26923.667,23823.667
2024-02-06 09:00:00,37783.000,33759.000
2024-02-06 09:30:00,51477.167,45888.000
2024-02-06 10:00:00,62743.333,56122.000
2024-02-06 10:30:00,54221.167,47840.667
2024-02-06 11:00:00,81258.833,73589.000
2024-02-06 11:30:00,93330.000,79955.000
2024-02-06 12:00:00,92196.167,84890.333
2024-02-06 12:30:00,66609.167,63185.500
2024-02-06 13:00:00,76120.333,66762.333
2024-02-06 13:30:00,98194.667,92364.333
2024-02-06 14:00:00,94806.000,94067.833
2024-02-06 14:30:00,94987.333,97290.667
2024-02-06 15:00:00,31984.667,28759.667
2024-02-06 15:30:00,73405.833,66423.333
2024-02-06 16:00:00,20960.000,18636.833
2024-02-06 16:30:00,17734.500,15746.000
2024-02-06 17:00:00,25456.833,22642.000
2024-02-06 17:30:00,36354.667,31144.833
2024-02-06 18:00:00,16592.000,14704.167
2024-02-06 18:30:00,11745.500,10380.833
2024-02-06 19:00:00,5035.833,4379.333
2024-02-06 19:30:00,1861.167,1520.167
2024-02-06 20:00:00,351.000,264.833
2024-02-06 20:30:00,,
2024-02-06 21:00:00,,
2024-02-06 21:30:00,,
2024-02-06 22:00:00,,
2024-02-06 22:30:00,,
2024-02-06 23:00:00,,
2024-02-06 23:30:00,,
2024-02-07 00:00:00,0.000,0.000
2024-02-07 00:30:00,,
2024-02-07 01:00:00,,
2024-02-07 01:30:00,,
2024-02-07 02:00:00,,
2024-02-07 02:30:00,,
2024-02-07 03:00:00,,
2024-02-07 03:30:00,,
2024-02-07 04:00:00,,
2024-02-07 04:30:00,,
2024-02-07 05:00:00,,
2024-02-07 05:30:00,,
2024-02-07 06:00:00,,
2024-02-07 06:30:00,0.000,0.000
2024-02-07 07:00:00,656.333,486.000
2024-02-07 07:30:00,4076.000,3543.000
2024-02-07 08:00:00,6552.167,5731.667
2024-02-07 08:30:00,6597.667,5785.500
2024-02-07 09:00:00,5302.833,4635.833
2024-02-07 09:30:00,18227.833,16126.500
2024-02-07 10:00:00,26992.167,24065.000
2024-02-07 10:30:00,24510.833,21946.500
2024-02-07 11:00:00,72689.000,67057.833
2024-02-07 11:30:00,69482.500,64833.833
2024-02-07 12:00:00,100063.167,98654.000
2024-02-07 12:30:00,88933.667,94163.333
2024-02-07 13:00:00,92316.333,88898.667
2024-02-07 13:30:00,94990.667,82932.500
2024-02-07 14:00:00,100510.167,94434.333
2024-02-07 14:30:00,96906.167,94936.333
2024-02-07 15:00:00,97769.000,91285.000
2024-02-07 15:30:00,81049.833,72014.167
2024-02-07 16:00:00,91602.000,80390.500
2024-02-07 16:30:00,71072.000,59243.667
2024-02-07 17:00:00,54828.833,46920.833
2024-02-07 17:30:00,34521.500,29150.000
2024-02-07 18:00:00,17961.833,15609.833
2024-02-07 18:30:00,12427.833,10979.167
2024-02-07 19:00:00,6756.167,6101.000
2024-02-07 19:30:00,1562.500,1149.167
2024-02-07 20:00:00,53.167,6.833
2024-02-07 20:30:00,,
2024-02-07 21:00:00,,
2024-02-07 21:30:00,,
2024-02-07 22:00:00,,
2024-02-07 22:30:00,,
2024-02-07 23:00:00,,
2024-02-07 23:30:00,,
2024-02-08 00:00:00,0.000,0.000
2024-02-08 00:30:00,,
2024-02-08 01:00:00,,
2024-02-08 01:30:00,,
2024-02-08 02:00:00,,
2024-02-08 02:30:00,,
2024-02-08 03:00:00,,
2024-02-08 03:30:00,,
2024-02-08 04:00:00,,
2024-02-08 04:30:00,,
2024-02-08 05:00:00,,
2024-02-08 05:30:00,,
2024-02-08 06:00:00,,
2024-02-08 06:30:00,0.000,0.000
2024-02-08 07:00:00,1028.500,832.333
2024-02-08 07:30:00,3108.000,2679.333
2024-02-08 08:00:00,8362.333,7366.333
2024-02-08 08:30:00,14832.500,13185.833
2024-02-08 09:00:00,19309.000,17207.500
2024-02-08 09:30:00,31226.667,27996.000
2024-02-08 10:00:00,25930.833,23110.833
2024-02-08 10:30:00,35686.833,32015.167
2024-02-08 11:00:00,48101.500,43000.833
2024-02-08 11:30:00,68591.167,61552.000
2024-02-08 12:00:00,95206.500,90617.000
2024-02-08 12:30:00,85012.000,76563.167
2024-02-08 13:00:00,71422.667,63700.000
2024-02-08 13:30:00,96642.833,97613.500
2024-02-08 14:00:00,78746.000,79460.167
2024-02-08 14:30:00,94548.500,95409.000
2024-02-08 15:00:00,80951.333,74572.000
2024-02-08 15:30:00,45759.500,40648.500
2024-02-08 16:00:00,9623.000,8444.833
2024-02-08 16:30:00,14262.667,12766.333
2024-02-08 17:00:00,21652.167,19207.500
2024-02-08 17:30:00,26927.667,23591.667
2024-02-08 18:00:00,19532.667,17278.667
2024-02-08 18:30:00,12487.167,11059.000
2024-02-08 19:00:00,4668.000,4047.167
2024-02-08 19:30:00,680.833,487.500
2024-02-08 20:00:00,0.000,0.000
2024-02-08 20:30:00,,
2024-02-08 21:00:00,,
2024-02-08 21:30:00,,
2024-02-08 22:00:00,,
2024-02-08 22:30:00,,
2024-02-08 23:00:00,,
2024-02-08 23:30:00,,
2024-02-09 00:00:00,0.000,0.000
2024-02-09 00:30:00,,
2024-02-09 01:00:00,,
2024-02-09 01:30:00,,
2024-02-09 02:00:00,,
2024-02-09 02:30:00,,
2024-02-09 03:00:00,,
2024-02-09 03:30:00,,
2024-02-09 04:00:00,,
2024-02-09 04:30:00,,
2024-02-09 05:00:00,,
2024-02-09 05:30:00,,
2024-02-09 06:00:00,,
2024-02-09 06:30:00,0.000,0.000
2024-02-09 07:00:00,973.833,717.500
2024-02-09 07:30:00,3907.000,3264.833
2024-02-09 08:00:00,12107.500,10293.333
2024-02-09 08:30:00,31742.000,27762.833
2024-02-09 09:00:00,46077.000,41074.500
2024-02-09 09:30:00,58478.500,52259.833
2024-02-09 10:00:00,70884.667,63396.000
2024-02-09 10:30:00,80895.333,72352.500
2024-02-09 11:00:00,89179.333,79354.167
2024-02-09 11:30:00,94606.833,84287.333
2024-02-09 12:00:00,93215.000,87772.500
2024-02-09 12:30:00,93434.833,91128.000
2024-02-09 13:00:00,93576.000,91996.167
2024-02-09 13:30:00,92015.667,93336.167
2024-02-09 14:00:00,84666.333,84641.667
2024-02-09 14:30:00,45742.833,41886.167
2024-02-09 15:00:00,59723.667,59808.333
2024-02-09 15:30:00,67686.000,68113.333
2024-02-09 16:00:00,83917.833,72192.167
2024-02-09 16:30:00,77246.667,68316.333
2024-02-09 17:00:00,60603.667,51985.667
2024-02-09 17:30:00,53117.167,45160.333
2024-02-09 18:00:00,31738.667,27417.667
2024-02-09 18:30:00,14769.167,12928.000
2024-02-09 19:00:00,8070.167,6950.000
2024-02-09 19:30:00,2848.333,2275.667
2024-02-09 20:00:00,136.500,50.333
2024-02-09 20:30:00,,
2024-02-09 21:00:00,,
2024-02-09 21:30:00,,
2024-02-09 22:00:00,,
2024-02-09 22:30:00,,
2024-02-09 23:00:00,,
2024-02-09 23:30:00,,
2024-02-10 00:00:00,0.000,0.000
2024-02-10 00:30:00,,
2024-02-10 01:00:00,,
2024-02-10 01:30:00,,
2024-02-10 02:00:00,,
2024-02-10 02:30:00,,
2024-02-10 03:00:00,,
2024-02-10 03:30:00,,
2024-02-10 04:00:00,,
2024-02-10 04:30:00,,
2024-02-10 05:00:00,,
2024-02-10 05:30:00,,
2024-02-10 06:00:00,,
2024-02-10 06:30:00,0.000,0.000
2024-02-10 07:00:00,1107.167,817.833
2024-02-10 07:30:00,6674.833,5723.000
2024-02-10 08:00:00,16769.333,14558.333
2024-02-10 08:30:00,27664.833,24338.833
2024-02-10 09:00:00,42070.167,37601.500
2024-02-10 09:30:00,52345.167,46623.667
2024-02-10 10:00:00,56135.167,50203.833
2024-02-10 10:30:00,72821.167,60999.167
2024-02-10 11:00:00,87399.167,77957.333
2024-02-10 11:30:00,90420.333,80693.667
2024-02-10 12:00:00,81194.500,80973.500
2024-02-10 12:30:00,57788.333,58252.667
2024-02-10 13:00:00,51515.833,47363.667
2024-02-10 13:30:00,70726.667,75014.833
2024-02-10 14:00:00,52157.833,49969.167
2024-02-10 14:30:00,64577.833,59935.500
2024-02-10 15:00:00,52124.833,42463.000
2024-02-10 15:30:00,47082.500,43706.167
2024-02-10 16:00:00,73620.333,65888.667
2024-02-10 16:30:00,15869.167,13907.000
2024-02-10 17:00:00,11702.500,10251.167
2024-02-10 17:30:00,12805.667,11307.667
2024-02-10 18:00:00,12488.833,11040.667
2024-02-10 18:30:00,12216.500,10766.500
2024-02-10 19:00:00,7391.333,6455.167
2024-02-10 19:30:00,1775.000,1431.667
2024-02-10 20:00:00,14.400,0.000
2024-02-10 20:30:00,,
2024-02-10 21:00:00,,
2024-02-10 21:30:00,,
2024-02-10 22:00:00,,
2024-02-10 22:30:00,,
2024-02-10 23:00:00,,
2024-02-10 23:30:00,,
2024-02-11 00:00:00,0.000,0.000
2024-02-11 00:30:00,,
2024-02-11 01:00:00,,
2024-02-11 01:30:00,,
2024-02-11 02:00:00,,
2024-02-11 02:30:00,,
2024-02-11 03:00:00,,
2024-02-11 03:30:00,,
2024-02-11 04:00:00,,
2024-02-11 04:30:00,,
2024-02-11 05:00:00,,
2024-02-11 05:30:00,,
2024-02-11 06:00:00,,
2024-02-11 06:30:00,0.000,0.000
2024-02-11 07:00:00,366.000,208.000
2024-02-11 07:30:00,2552.500,2079.500
2024-02-11 08:00:00,7281.167,6339.833
2024-02-11 08:30:00,12737.167,11200.667
2024-02-11 09:00:00,13278.000,11715.500
2024-02-11 09:30:00,23263.333,20599.167
2024-02-11 10:00:00,33439.500,29647.000
2024-02-11 10:30:00,39930.667,35553.500
2024-02-11 11:00:00,43610.833,38785.667
2024-02-11 11:30:00,79312.167,68496.667
2024-02-11 12:00:00,64957.500,57284.167
2024-02-11 12:30:00,71585.667,64527.333
2024-02-11 13:00:00,54135.000,48409.333
2024-02-11 13:30:00,44518.333,39578.667
2024-02-11 14:00:00,56272.167,49955.333
2024-02-11 14:30:00,84955.500,86960.500
2024-02-11 15:00:00,100428.333,99445.167
2024-02-11 15:30:00,89478.667,87403.167
2024-02-11 16:00:00,63597.667,58778.167
2024-02-11 16:30:00,60040.500,57263.167
2024-02-11 17:00:00,31480.500,27906.333
2024-02-11 17:30:00,20903.333,18525.333
2024-02-11 18:00:00,15225.333,13464.167
2024-02-11 18:30:00,6948.667,6087.500
2024-02-11 19:00:00,7090.167,6278.167
2024-02-11 19:30:00,1306.500,988.167
2024-02-11 20:00:00,25.000,0.000
2024-02-11 20:30:00,,
2024-02-11 21:00:00,,
2024-02-11 21:30:00,,
2024-02-11 22:00:00,,
2024-02-11 22:30:00,,
2024-02-11 23:00:00,,
2024-02-11 23:30:00,,
2024-02-12 00:00:00,0.000,0.000
2024-02-12 00:30:00,,
2024-02-12 01:00:00,,
2024-02-12 01:30:00,,
2024-02-12 02:00:00,,
2024-02-12 02:30:00,,
2024-02-12 03:00:00,,
2024-02-12 03:30:00,,
2024-02-12 04:00:00,,
2024-02-12 04:30:00,,
2024-02-12 05:00:00,,
2024-02-12 05:30:00,,
2024-02-12 06:00:00,,
2024-02-12 06:30:00,0.000,0.000
2024-02-12 07:00:00,642.167,468.833
2024-02-12 07:30:00,5290.833,4533.667
2024-02-12 08:00:00,15014.833,13060.333
2024-02-12 08:30:00,20524.167,18191.500
2024-02-12 09:00:00,16207.000,14387.000
2024-02-12 09:30:00,17666.667,15668.167
2024-02-12 10:00:00,20521.167,18255.500
2024-02-12 10:30:00,16543.333,14651.500
2024-02-12 11:00:00,36172.833,32102.333
2024-02-12 11:30:00,66361.000,61736.000
2024-02-12 12:00:00,74306.667,61335.167
2024-02-12 12:30:00,86918.000,82625.167
2024-02-12 13:00:00,94534.833,93574.167
2024-02-12 13:30:00,73044.167,78985.167
2024-02-12 14:00:00,75638.667,76905.833
2024-02-12 14:30:00,53544.167,45519.333
2024-02-12 15:00:00,96044.333,93407.167
2024-02-12 15:30:00,47144.167,53020.000
2024-02-12 16:00:00,46871.167,47970.167
2024-02-12 16:30:00,30611.333,27316.833
2024-02-12 17:00:00,58823.000,50267.333
2024-02-12 17:30:00,18481.167,16485.333
2024-02-12 18:00:00,11849.833,10520.000
2024-02-12 18:30:00,6475.167,5682.500
2024-02-12 19:00:00,3800.833,3287.333
2024-02-12 19:30:00,1423.333,1141.667
2024-02-12 20:00:00,26.800,0.000
2024-02-12 20:30:00,,
2024-02-12 21:00:00,,
2024-02-12 21:30:00,,
2024-02-12 22:00:00,,
2024-02-12 22:30:00,,
2024-02-12 23:00:00,,
2024-02-12 23:30:00,,
2024-02-13 00:00:00,0.000,0.000
2024-02-13 00:30:00,,
2024-02-13 01:00:00,,
2024-02-13 01:30:00,,
2024-02-13 02:00:00,,
2024-02-13 02:30:00,,
2024-02-13 03:00:00,,
2024-02-13 03:30:00,,
2024-02-13 04:00:00,,
2024-02-13 04:30:00,,
2024-02-13 05:00:00,,
2024-02-13 05:30:00,,
2024-02-13 06:00:00,,
2024-02-13 06:30:00,0.000,0.000
2024-02-13 07:00:00,759.333,601.833
2024-02-13 07:30:00,4926.167,4091.833
2024-02-13 08:00:00,16289.000,13584.000
2024-02-13 08:30:00,31764.000,27625.833
2024-02-13 09:00:00,46408.667,41308.167
2024-02-13 09:30:00,59700.333,53378.333
2024-02-13 10:00:00,71320.333,63757.500
2024-02-13 10:30:00,80977.000,72609.167
2024-02-13 11:00:00,91007.667,81103.500
2024-02-13 11:30:00,81091.000,78061.333
2024-02-13 12:00:00,44378.333,40489.833
2024-02-13 12:30:00,62791.333,59307.333
2024-02-13 13:00:00,43540.333,40927.667
2024-02-13 13:30:00,76824.333,78142.333
2024-02-13 14:00:00,81503.333,85657.333
2024-02-13 14:30:00,90526.500,86315.167
2024-02-13 15:00:00,64033.333,63482.333
2024-02-13 15:30:00,87444.667,86325.333
2024-02-13 16:00:00,13163.500,11812.500
2024-02-13 16:30:00,25342.000,23493.833
2024-02-13 17:00:00,8507.833,7537.333
2024-02-13 17:30:00,10663.167,9292.333
2024-02-13 18:00:00,37002.833,31691.500
2024-02-13 18:30:00,24169.667,22406.167
2024-02-13 19:00:00,8069.500,7377.833
2024-02-13 19:30:00,353.500,222.000
2024-02-13 20:00:00,0.800,0.000
2024-02-13 20:30:00,,
2024-02-13 21:00:00,,
2024-02-13 21:30:00,,
2024-02-13 22:00:00,,
2024-02-13 22:30:00,,
2024-02-13 23:00:00,,
2024-02-13 23:30:00,,
2024-02-14 00:00:00,0.000,0.000
2024-02-14 00:30:00,,
2024-02-14 01:00:00,,
2024-02-14 01:30:00,,
2024-02-14 02:00:00,,
2024-02-14 02:30:00,,
2024-02-14 03:00:00,,
2024-02-14 03:30:00,,
2024-02-14 04:00:00,,
2024-02-14 04:30:00,,
2024-02-14 05:00:00,,
2024-02-14 05:30:00,,
2024-02-14 06:00:00,,
2024-02-14 06:30:00,0.000,0.000
2024-02-14 07:00:00,791.000,548.167
2024-02-14 07:30:00,4802.833,4150.833
2024-02-14 08:00:00,11735.000,9662.000
2024-02-14 08:30:00,27677.167,23814.667
2024-02-14 09:00:00,36507.333,32996.333
2024-02-14 09:30:00,59792.667,53094.000
2024-02-14 10:00:00,57108.000,48847.333
2024-02-14 10:30:00,79571.667,73794.667
2024-02-14 11:00:00,87991.667,78122.833
2024-02-14 11:30:00,94366.833,83554.333
2024-02-14 12:00:00,93662.833,90144.500
2024-02-14 12:30:00,92943.333,94312.333
2024-02-14 13:00:00,70034.167,84184.833
2024-02-14 13:30:00,73639.000,77652.000
2024-02-14 14:00:00,35924.667,34499.000
2024-02-14 14:30:00,47699.000,52487.667
2024-02-14 15:00:00,55520.167,53277.333
2024-02-14 15:30:00,38484.167,37287.833
2024-02-14 16:00:00,27273.667,24075.333
2024-02-14 16:30:00,46460.000,39072.333
2024-02-14 17:00:00,37649.500,30852.000
2024-02-14 17:30:00,19782.167,18380.833
2024-02-14 18:00:00,8949.833,7817.333
2024-02-14 18:30:00,8381.000,7338.000
2024-02-14 19:00:00,5418.333,4712.833
2024-02-14 19:30:00,1743.500,1422.833
2024-02-14 20:00:00,24.600,0.000
2024-02-14 20:30:00,,
2024-02-14 21:00:00,,
2024-02-14 21:30:00,,
2024-02-14 22:00:00,,
2024-02-14 22:30:00,,
2024-02-14 23:00:00,,
2024-02-14 23:30:00,,
2024-02-15 00:00:00,0.000,0.000
2024-02-15 00:30:00,,
2024-02-15 01:00:00,,
2024-02-15 01:30:00,,
2024-02-15 02:00:00,,
2024-02-15 02:30:00,,
2024-02-15 03:00:00,,
2024-02-15 03:30:00,,
2024-02-15 04:00:00,,
2024-02-15 04:30:00,,
2024-02-15 05:00:00,,
2024-02-15 05:30:00,,
2024-02-15 06:00:00,,
2024-02-15 06:30:00,0.000,0.000
2024-02-15 07:00:00,626.333,442.667
2024-02-15 07:30:00,4361.500,3816.333
2024-02-15 08:00:00,9381.167,8178.500
2024-02-15 08:30:00,30093.667,26522.333
2024-02-15 09:00:00,46365.000,41241.833
2024-02-15 09:30:00,59045.167,52516.500
2024-02-15 10:00:00,72449.667,64529.000
2024-02-15 10:30:00,76034.833,69416.667
2024-02-15 11:00:00,90303.500,79892.667
2024-02-15 11:30:00,91567.500,84616.667
2024-02-15 12:00:00,89725.833,88535.833
2024-02-15 12:30:00,89485.167,90398.500
2024-02-15 13:00:00,89622.167,91439.167
2024-02-15 13:30:00,80295.000,85475.667
2024-02-15 14:00:00,80047.833,83476.833
2024-02-15 14:30:00,79127.667,83271.167
